,,phi_1,phi_2,phi_3,theta_1,theta_2,theta_3,theta_4,sigma,mu,init_y_1,init_y_2,init_y_3,logL,logL_birth,nlive
150,0.0,0.5812797,-0.42049286,-0.14665586,0.44918814,-0.1746573,-0.44409877,-0.7093069,7.6951547,79.83076,51.459545,-56.43712,-66.280815,-150058.5,,1000
151,0.0,-0.3732546,-0.37234643,-0.59578794,-0.6929352,0.054612935,-0.71329606,0.4930594,8.271542,37.250893,-30.016241,-102.81902,-69.47681,-147559.78,,999
152,0.0,0.9279708,-0.6434856,-0.2101525,-0.2738208,0.03428564,0.15297785,-0.28668898,5.3418403,-76.38511,-26.910803,143.35338,-22.616003,-147210.38,,998
153,0.0,0.36952004,-0.6134618,-0.40910226,-0.31792542,0.20290294,-0.10757478,0.81537163,5.62805,-84.4432,-106.54952,-39.067505,61.008007,-146130.34,,997
154,0.0,0.91091454,-1.1676444,0.3073601,-1.1424235,1.5446419,-0.7742789,0.59153765,1.8126032,1.3186556,-66.823235,-18.013412,34.42731,-142468.48,,996
155,0.0,0.5095749,-1.0543705,0.26533476,0.2650716,-0.04458828,0.0062240465,0.27580622,2.3557813,-36.7175,-12.517267,-15.363182,10.101515,-141960.16,,995
156,0.0,0.4185545,-0.14204314,-0.33822238,-0.3527822,0.06070857,-0.25689507,-0.37164024,8.68334,21.372566,40.042847,-43.4346,33.917053,-140765.58,-954174.0,994
157,0.0,-0.70718825,-0.8380268,-0.4929221,0.5611418,0.076368846,-0.31381986,-0.08709362,5.449963,113.53669,16.902554,-97.44821,-16.164783,-140488.08,-153570.4,993
158,0.0,1.0773867,-1.2577766,0.597686,-0.09250361,-0.05023525,0.012116568,0.5534078,1.454051,-16.7149,48.179047,-51.561863,-7.627449,-136259.16,,992
159,0.0,0.5607288,-0.79982835,0.36805227,-0.24475355,-0.600062,0.25556478,0.23728672,4.0049715,-38.603653,-30.58221,-15.87498,3.8624485,-135051.78,,991
160,0.0,-0.48696992,-0.49973828,-0.06779354,0.18737371,-0.61477005,-0.15517336,0.22159992,6.798813,109.096855,-24.470713,-14.853893,51.699,-134882.88,,990
161,0.0,-0.0027322948,0.17210928,-0.109881796,-0.54613507,-0.3215701,0.06317001,-0.13408445,16.308567,7.925234,-19.01662,7.453251,-21.142365,-134734.12,,989
162,0.0,0.28519306,-0.344869,0.4066836,0.3097343,0.02313048,-0.30693254,-0.7966107,8.611105,-57.384758,30.535109,61.40911,-76.13908,-133754.12,,988
163,0.0,-0.625232,-0.7523843,-0.68919235,0.20013557,0.645119,-0.32257846,-0.03900434,2.0406768,33.967045,-177.61693,-9.132191,-41.950233,-132786.5,-954174.0,987
164,0.0,0.7084133,-0.7609917,-0.23975575,0.018860755,-0.16783223,-0.6384058,0.4340447,4.313218,-19.412088,60.869347,-24.944288,52.83196,-132228.1,,986
165,0.0,0.054926593,-0.409266,-0.28066093,0.22158079,-0.24867442,-0.61673516,0.29397914,7.8274255,-50.91482,12.389331,31.49308,-38.360493,-126285.96,,985
166,0.0,0.02275621,-0.2448633,-0.55983573,-0.07290264,-0.52284855,0.116403356,-0.2950091,9.910691,6.3218293,-28.658152,-1.3188424,-36.036564,-125089.42,,984
167,0.0,1.1116587,-0.101406746,-0.41299105,-0.37300593,-0.08881944,-0.10678941,-0.3586509,11.942322,-30.165997,-32.94257,-45.00709,-56.49716,-124746.195,,983
168,0.0,-0.34054473,-0.63603455,-0.17995967,-0.16529755,0.4987496,0.22775702,0.5939427,2.0810752,40.990517,5.446189,-97.4886,-88.40158,-121848.06,-153570.4,982
169,0.0,-0.18006836,-0.53059375,0.27165702,0.00033951175,-0.31118816,-0.49488187,0.607134,6.467631,-56.657112,3.5750475,-19.127958,54.39995,-119062.06,,981
170,0.0,-0.8072578,0.22384635,0.121312596,0.16887276,-0.63399017,-0.15183896,-0.17319383,17.199263,120.86497,-72.125374,77.4277,-69.340805,-117766.734,,980
171,0.0,0.3883154,-0.5124724,0.09364094,-0.71249485,0.13234894,-0.019832613,-0.19535951,14.322126,130.51823,-52.620167,26.119442,-15.771987,-115788.58,-153570.4,979
172,0.0,-0.40314704,-0.34276783,-0.24452186,-0.5611404,0.5673627,-0.5156169,0.76814485,8.637383,-95.32168,35.25386,-17.57385,-29.08972,-114545.17,,978
173,0.0,1.2551082,-0.54553235,-0.28046593,-0.48954567,1.0131558,-0.40660474,0.28567448,1.5364729,-46.43399,31.113054,-32.256935,31.223516,-113432.17,-153570.4,977
174,0.0,0.22799368,-0.92015344,0.41052517,0.51443803,-0.96699685,-0.23625384,0.290327,3.1472135,21.672228,-53.514027,-48.28717,-109.67592,-112122.41,,976
175,0.0,-1.4048965,-0.47932696,0.012733631,-0.35347766,-0.036467075,-0.27919528,-0.18380618,7.0234036,47.477856,63.909634,35.927055,31.95003,-110840.484,,975
176,0.0,-0.73842233,-0.7334239,-0.43270746,0.23291843,-0.30841467,-0.05139531,0.22011414,4.5415244,7.4571185,70.18093,64.00646,-106.59241,-108809.89,,974
177,0.0,-0.7075241,0.03414088,0.21884227,-0.045420058,-1.5374254,-0.053942174,0.820061,14.030481,89.84142,49.385414,56.275517,-46.684025,-107557.766,,973
178,0.0,-0.55763483,-0.3453773,0.31549746,-1.3334914,0.8268976,0.050221406,-0.17082402,13.027194,-32.646667,-123.475296,118.75794,-5.1939497,-107169.82,-333582.28,972
179,0.0,-0.08843317,0.39394176,0.3223959,-0.13594742,-0.17978884,-0.6108874,0.027855808,20.253885,-124.15702,32.36573,-16.181053,-10.422291,-106272.5,,971
180,0.0,-0.005324356,-0.19346897,-0.22833566,-0.28459364,-0.1151548,0.3338515,-0.63702434,10.616453,-18.566675,89.67974,-42.892735,16.018291,-105714.66,,970
181,0.0,-0.5593522,-0.6565777,-0.9258447,0.23552935,-0.14572567,0.19063978,0.8181461,6.878894,-69.638405,-18.393545,-41.698235,-22.882511,-104477.92,-954174.0,969
182,0.0,0.5585836,-0.10816292,-0.16973828,-0.83816016,0.06549487,0.26591498,-0.39616147,11.842402,-2.284068,-19.295067,-123.35101,-22.96382,-104474.25,,968
183,0.0,-0.7479238,-0.5355891,-0.50329053,-0.06798739,0.51822,0.39921543,-0.021635469,6.4149594,-68.05714,-30.147842,-42.895885,37.10029,-103905.14,,967
184,0.0,-0.0665847,-0.9212427,0.12314226,0.54886264,0.1888207,0.18872656,-0.062521495,3.140104,-36.90689,-69.79869,2.1560125,68.1116,-103788.39,,966
185,0.0,0.7524017,-1.1050022,0.37920967,0.08291382,-0.4641345,0.37621078,-0.053587575,2.0995903,24.2819,2.6268547,-39.859287,31.184488,-101502.98,,965
186,0.0,-0.123766266,0.021012163,0.4067913,-1.1032122,-0.030546326,0.4945274,-0.30886373,13.821479,16.486767,20.103096,25.461733,-32.62402,-101253.0,,964
187,0.0,-0.37888432,-0.65195435,0.014869869,0.098960675,-0.05959753,0.005400734,0.7408126,5.262837,-64.81846,-135.91206,21.699215,-65.03582,-101121.08,,963
188,0.0,0.29244795,-0.417634,0.24226537,-0.6724782,-0.35683435,0.43535525,0.087858714,7.728714,-58.451664,39.430107,-130.46486,-39.636597,-99638.57,,962
189,0.0,-0.107784644,-0.92992175,0.059480906,-0.046580177,0.35236958,-0.07116537,0.9259244,3.0838761,53.65527,-40.575687,67.28383,-30.93178,-99579.734,,961
190,0.0,-1.052387,-0.11807846,0.35589918,-0.4381698,0.18854712,-0.21528462,0.59088624,11.696495,-128.02156,77.439995,-29.861519,8.737848,-99322.03,,960
191,0.0,0.43408677,-0.72270215,0.030165602,-0.31084785,-0.36775932,0.28354552,-0.025558088,4.632461,-7.3431573,72.98855,-14.272658,-13.366946,-99052.77,,959
192,0.0,0.28643447,-0.43600807,-0.3319808,-0.41124865,-0.06429436,0.30535802,-0.065797925,7.5145073,-57.96804,-70.47516,11.911011,40.0859,-98337.43,,958
193,0.0,0.42190167,-0.35093367,-0.42495152,0.33121556,-1.1213883,-0.29666933,0.2886318,8.535499,11.154773,-90.30311,7.5576305,-7.370963,-97156.6,,957
194,0.0,-0.79071826,-0.59748495,0.06918093,-0.22200325,-0.065507226,0.21012294,-0.69709116,5.7842536,34.2509,33.26085,-58.563484,47.383945,-94361.81,,956
195,0.0,0.32542467,-0.42766505,0.46462187,-1.0667348,0.32006636,0.37554258,-0.0072521204,7.611337,-34.530437,-25.179916,-67.21909,-21.617844,-91951.14,,955
196,0.0,-1.224085,-0.56204814,0.041459005,1.0892823,0.01559791,-0.49220452,-0.058504242,6.140377,-44.02394,-13.991429,13.880816,-28.236088,-91546.94,,954
197,0.0,-0.26018092,-0.59694034,-0.034063,-0.80675644,0.014139687,0.68817854,-0.21805607,5.789625,56.11158,70.30393,40.783844,9.279215,-90312.516,,953
198,0.0,-0.48152795,-0.43600756,-0.10389004,-0.5252103,-0.49586233,-0.16692106,0.39205953,7.5145144,52.12629,64.62596,81.41316,64.40069,-90187.32,,952
199,0.0,-0.6430782,-0.3959027,-0.3681417,0.08821836,0.15450615,0.13026148,-0.2113932,9.708571,-75.995445,-28.38642,63.573616,-4.487466,-90020.164,-333582.28,951
200,0.0,0.012739847,-0.46785218,0.06560545,-0.1505735,-0.24606906,-0.6455836,0.50552624,7.151584,-13.810916,-3.2504454,-18.37006,-104.32824,-89858.71,,1000
201,0.0,0.31192815,-0.4784374,0.118647985,0.77517885,-0.36038014,-0.6680181,-0.087915115,7.0332913,-70.399475,-20.0626,73.49429,-26.675167,-88540.13,,999
202,0.0,0.19713198,-0.42553306,-0.28007147,0.21846622,-0.3265248,0.44746256,0.02505771,3.268082,-23.329868,-32.336514,-47.408726,37.64239,-88521.96,-333582.28,998
203,0.0,0.45300305,-0.39487988,0.114380494,-0.30577534,-1.1865526,0.37809938,0.3838715,6.693987,-6.0913897,67.04405,-75.79351,-114.02593,-88460.914,-153570.4,997
204,0.0,-0.3448364,0.2550006,0.50124085,-0.73012644,0.16798164,0.33641553,0.26440343,17.74461,31.042149,-26.957304,-8.715313,-30.152712,-86884.11,,996
205,0.0,-0.72301424,-0.710863,-0.20603089,-0.46587783,0.8802428,-0.20418207,-0.099984646,4.7342772,7.6228466,146.39792,77.61038,42.24891,-85910.14,,995
206,0.0,-0.12745385,-0.27535126,0.33509958,-0.1297832,0.31512305,-0.46575293,-0.19761048,9.504044,-73.39027,-49.28709,-14.771702,10.369322,-84419.55,,994
207,0.0,-0.43425784,-0.17878258,-0.6646651,-0.59696776,0.2318213,0.25552458,-0.12802769,10.822726,-42.20408,77.32592,19.307163,-50.19311,-84107.9,,993
208,0.0,0.4912079,-0.39592177,-0.1170633,-1.0539894,-0.3803253,0.7221517,0.009055971,7.986333,35.753933,-64.18954,-54.992477,6.6452227,-83973.79,,992
209,0.0,-0.3137253,-0.23026624,-0.3044692,-0.27838093,0.3606388,-0.29931408,-0.112589754,10.108575,135.29192,-35.093956,-28.14997,-41.46246,-82670.72,,991
210,0.0,-0.15564765,-0.8099,-0.21563314,0.1379896,0.20174956,0.083918266,0.84501857,3.9275703,-37.856117,-28.774511,30.289728,32.452976,-82592.55,,990
211,0.0,-0.13604395,-0.16183124,-0.42743263,-0.33831626,0.6181093,-0.42717153,-0.19288564,11.063313,-59.282993,-7.6329813,22.373505,52.820652,-80237.77,,989
212,0.0,-0.15998515,-0.17018378,-0.0515455,-1.1078426,0.48404297,0.104831636,0.16979,10.944433,46.120625,-42.002724,-20.511707,8.474758,-79588.266,,988
213,0.0,-0.6161652,-0.11449883,0.41964188,-0.3045705,0.107280135,-0.2766832,-0.12628028,11.749067,131.72499,21.731804,14.324556,26.397478,-78370.8,,987
214,0.0,-0.3138616,0.29115263,-0.11491569,-0.073839836,-0.114017986,-0.45499703,-0.16003345,18.385632,-35.907143,-29.169155,-20.729568,-22.065424,-78292.88,,986
215,0.0,-0.32688418,-0.5641358,-0.8119751,0.90807164,0.6633442,0.09112516,-0.24492292,6.119028,-85.57198,-32.547604,-13.083179,49.01673,-77593.25,,985
216,0.0,-0.43139613,-0.5270848,-0.030101016,0.74857944,0.25480193,-0.27173778,-0.26997083,4.400451,119.69016,42.590416,28.184856,67.76674,-77073.52,-333582.28,984
217,0.0,-0.4477379,-0.21783574,0.24954677,0.14757355,0.3122261,0.8738872,0.11908183,10.2787,-14.201524,5.6235676,-14.989045,49.330856,-74525.914,,983
218,0.0,-0.51843625,0.1754228,-0.25122237,-0.3191171,-1.3272879,0.38089293,0.48750645,16.36504,-3.55744,4.0568376,31.981833,-3.330746,-74420.73,,982
219,0.0,-0.21065395,0.41437548,-0.2105051,-0.4360366,-0.075957544,0.44232133,0.3847998,12.958407,-59.240128,85.930374,27.272076,42.963356,-71821.84,-90020.164,981
220,0.0,-1.1776016,-0.87009877,-0.5896006,0.32764742,0.34945762,-0.28825924,0.16481361,3.4864383,32.655888,-68.951,-0.36792848,-33.988373,-71645.516,,980
221,0.0,0.003621212,-0.5545232,-0.5699573,-0.44691616,-0.119825535,0.08580636,-0.2629122,6.2177134,53.55175,-1.8118588,-39.33265,-65.562744,-69323.35,,979
222,0.0,1.3525298,-1.1612161,0.49777547,0.16246508,-0.08457198,0.31754667,-0.3650198,1.8405778,-34.275326,-31.34611,-7.969301,-7.4779453,-68345.02,,978
223,0.0,-0.12408054,-0.68464535,-0.28246233,0.52028656,-0.439754,0.1826242,0.23558159,4.964992,-26.808916,6.6047997,-72.139206,39.868584,-66912.05,,977
224,0.0,-0.30033162,-0.76983464,-0.4016346,-0.104728796,0.00783029,-0.3103542,-0.0767901,4.2416606,49.85524,-62.59594,-124.83785,97.814514,-66156.44,,976
225,0.0,-0.36949623,0.29102975,-0.31866935,-0.52674973,0.03578114,-0.37636098,-0.0033521578,18.383436,6.1221,-89.94404,-64.262764,-16.691282,-66141.08,,975
226,0.0,-0.3908382,-0.049634308,0.31494012,-0.5724351,0.42813712,-0.16511677,-0.29771537,12.721378,-53.800194,-30.024,-49.11841,-49.14361,-65758.125,,974
227,0.0,0.53946596,-0.59090036,0.7305911,-0.4782857,-0.7502089,0.02981494,0.7089922,6.0551195,3.6921904,-82.75808,42.997124,34.06366,-65655.57,-333582.28,973
228,0.0,-0.6452238,-0.6057033,-0.24520929,0.13057035,-0.0019312326,0.25079134,0.77470464,5.7035646,118.75347,4.4929647,4.8886733,-93.91112,-65416.387,,972
229,0.0,-0.32352027,-0.8157994,0.0815654,0.60595274,0.21502872,-0.071014896,-0.09303186,3.8827143,-18.310324,-10.3038645,25.305712,-103.76182,-65376.277,,971
230,0.0,0.047059692,-0.06565162,0.28790352,-0.30151984,-0.5436538,0.24390887,-0.2042201,12.477854,-29.66808,45.535004,15.670882,-46.823708,-65299.68,,970
231,0.0,-0.36533707,-0.67730504,-0.16022661,-0.4837509,0.8245716,-0.11530433,0.56356996,5.0308867,-26.31438,-2.1489165,-45.546074,51.75508,-65240.234,,969
232,0.0,-0.4721446,0.26275587,0.5464093,0.55293876,-0.5334252,-0.8111481,-0.124655426,17.88139,-12.972232,78.66814,-21.14787,-45.67017,-65125.375,,968
233,0.0,-0.07537897,-0.26897013,-0.2896583,-0.82043153,0.9997997,-0.45175564,-0.12133018,12.560151,-55.73471,-43.490566,-32.553913,52.03343,-63310.19,-954174.0,967
234,0.0,-0.25639853,-0.15853652,-0.6658423,-0.7531042,0.14413647,-0.33430967,0.19498298,11.110383,21.295443,-35.880886,71.54962,9.284567,-62512.195,,966
235,0.0,-0.04239031,-0.80269617,0.2697934,0.5364096,-0.31370825,0.66196126,0.80867004,3.9828265,-71.021576,6.8272314,50.136227,62.178093,-62261.96,,965
236,0.0,-0.52634746,-0.21553075,-0.25450382,-0.17517854,0.0177857,-0.49232703,-0.06376124,10.31041,14.909577,25.27201,-26.854435,-48.85743,-62050.04,,964
237,0.0,0.17289148,-0.22225168,0.503314,-0.7374134,-0.34593982,0.09966748,0.3418925,10.218095,-84.5024,0.4046911,-7.1934013,7.4380984,-61850.68,,963
238,0.0,0.43366477,-0.48138654,-0.501737,0.33490995,-0.016356278,-0.17454244,-0.07624274,1.9733682,63.78302,6.495772,78.7699,11.998499,-61679.297,-153570.4,962
239,0.0,-0.6062182,-0.2485402,0.34870622,0.10786583,-1.2814668,-0.16030197,0.39001676,9.86117,40.410656,-11.808506,-62.82252,21.88409,-61345.36,,961
240,0.0,-0.45431623,-0.2662824,0.10844988,-0.17749533,-0.11991956,-0.42142797,0.62598634,9.624058,-59.475,-30.473713,-17.539814,-38.55528,-61276.316,,960
241,0.0,0.44622627,-0.507985,0.092821434,-0.8256201,-0.32697713,-0.10826831,0.51818836,9.347413,0.3046,75.96755,4.8158903,-33.305145,-60721.77,-954174.0,959
242,0.0,0.07120293,-0.110867895,-0.6687538,-0.10962384,-0.31335667,0.30940482,0.06884237,11.802511,-93.89108,-45.19954,-48.928185,46.412594,-60255.773,,958
243,0.0,0.5657694,-0.17835419,-0.24489109,-0.3257489,-1.0319018,0.388367,0.45937404,10.8287735,-80.33026,2.290357,-46.602074,40.04201,-59183.023,,957
244,0.0,-0.61471516,0.03882805,-0.008605931,0.055291053,-0.053927798,-0.4104888,-0.066270225,14.105434,-53.65199,-12.308192,12.032797,103.627525,-58782.086,,956
245,0.0,0.8550477,-0.9502134,0.7536116,-1.2658871,1.3918933,-1.0756207,0.4170762,2.955247,62.539207,21.621655,-58.225315,-6.3131013,-57935.492,,955
246,0.0,0.008828458,-0.012527518,0.39298403,-0.25508937,-0.11496218,-0.18474211,-0.34109464,18.524405,-25.61283,34.308823,37.704704,-13.796611,-56518.727,-333582.28,954
247,0.0,0.5066866,-0.46040118,-0.18481101,-0.080809966,-0.6092186,-0.29302105,0.43891126,11.267135,-46.868046,-81.33312,37.02841,24.575537,-56436.52,-954174.0,953
248,0.0,0.6465907,-0.52268577,-0.120323054,-0.13386846,-0.67592674,0.030870358,0.71699953,6.551552,-43.541927,15.6043415,-45.69852,-84.63731,-55406.555,,952
249,0.0,-0.7250392,-0.43110982,0.0819732,-0.31079835,-0.18242387,0.40250674,0.30981445,7.57127,9.500212,28.849876,-93.08377,-74.78364,-54582.66,,951
250,0.0,-0.2128018,-0.84000283,0.091325834,0.39088845,0.54398733,0.17441383,0.40803096,3.7023983,-41.121136,13.394037,-7.158184,10.0912075,-54411.094,,1000
251,0.0,-1.0054337,0.0011953136,0.17977451,-0.49532333,0.16058551,0.5573979,0.1721352,13.508683,-75.58255,-70.526146,30.922472,18.411932,-53931.207,,999
252,0.0,0.29114318,-0.8148865,-0.04992292,-0.320841,0.33395526,-0.12692174,0.5555823,3.8896327,2.776764,-50.18688,-8.482905,-22.540958,-53663.78,,998
253,0.0,0.11462332,-0.73943937,-0.11298378,-0.3115948,-0.30040166,0.230598,0.0127367405,4.4910297,29.6336,-23.407185,-5.897095,61.7978,-53492.49,,997
254,0.0,0.7823214,-0.42744964,-0.03152981,-1.0439041,0.39699528,0.18467437,-0.067734666,6.4098744,-36.879482,-7.564257,16.918777,-8.457504,-53004.543,-954174.0,996
255,0.0,-0.22906648,0.457484,-0.22298005,-0.39083758,-0.37252063,-0.5560381,0.46131015,15.663284,1.0984026,34.06277,84.5281,22.737795,-52834.066,-90020.164,995
256,0.0,0.060709983,-0.7952911,-0.41534993,0.082451664,0.42433897,-0.19815372,0.7602443,4.040181,4.642951,45.06489,34.60712,-25.41452,-52548.984,,994
257,0.0,-0.051960416,0.26141453,-0.572336,-0.12899315,-0.32356462,-0.41565272,0.2599847,17.857702,-56.107616,-18.722256,30.452602,-48.166676,-51002.91,,993
258,0.0,0.63778234,-0.3161542,-0.013173902,-0.71459836,-0.49844652,0.240375,0.44569072,8.974101,-35.993378,43.6851,12.710796,-15.54483,-50963.285,,992
259,0.0,-0.04347121,0.017899523,-0.7699619,-0.021014987,0.54507226,-0.49788567,0.104116954,8.86197,-62.175446,19.003891,61.125507,23.568687,-50677.707,-90020.164,991
260,0.0,0.44615123,-0.5120075,0.06986215,-0.98727053,0.19507286,-0.048292633,0.16162203,6.6659207,74.48464,-58.07294,-9.555205,-1.4770362,-50098.63,,990
261,0.0,-0.6478483,-0.033866085,-0.37195167,0.22350033,0.08364736,-0.32040343,-0.7268772,12.963272,12.746895,-5.5900173,-38.021034,7.308702,-49702.293,,989
262,0.0,0.1921227,-0.15265977,-0.22513226,0.86159915,-0.2623221,-0.65256935,-0.2179737,11.194591,-89.08849,1.7002358,-22.942852,-57.062904,-48920.96,,988
263,0.0,-0.990122,-0.64601105,-0.20407267,0.25534543,0.83097935,0.17141478,0.19551295,5.318201,-33.52621,16.476292,-17.656788,24.607819,-48514.83,,987
264,0.0,-0.9004958,-0.05498494,-0.14259818,-0.14249663,-0.8843398,0.19512238,0.04897315,12.639782,25.195496,-73.62138,48.559895,-30.749693,-47161.477,,986
265,0.0,-0.12286881,-0.1518181,-0.6497341,-0.2923062,0.45703015,0.14309244,-0.27822047,9.64198,-50.045486,-20.811775,-8.517516,-48.09312,-46969.723,-54582.66,985
266,0.0,0.41879946,-0.51045233,0.27514872,-1.5544227,1.2440164,-0.18568926,-0.11993214,6.682677,21.357052,38.459198,12.568386,56.430096,-46603.1,,984
267,0.0,-0.20624036,-0.6783638,0.3002444,-0.39838445,1.1033478,-0.37861905,0.8913383,3.6966932,-15.147053,-4.974268,9.086982,123.44431,-46137.836,-90020.164,983
268,0.0,0.5943882,-0.760058,0.16714938,-0.30671924,0.7116347,0.30604336,0.36884913,4.3208222,45.214436,-21.577347,-57.141407,-15.274867,-45987.15,,982
269,0.0,0.38397494,-0.9096374,0.38639477,0.018717043,0.7087291,-0.02386781,0.47624677,2.1408188,-5.1751904,-14.799476,-61.65491,29.282959,-45013.746,-954174.0,981
270,0.0,-0.2285204,0.005471495,-0.17691667,0.07066031,-0.08296345,0.36692378,-0.29805636,13.575906,-142.75151,-74.59743,-60.097267,-65.68797,-44553.484,,980
271,0.0,0.23341236,-0.17880838,-0.11875113,0.28590113,-0.23049983,-0.3449832,-0.5332025,15.544419,-5.485458,23.942696,-41.648815,7.4466476,-44358.28,-153570.4,979
272,0.0,-0.5325162,-0.35007405,0.18744373,-0.85154307,0.62197506,-0.073993,-0.18673755,8.546193,7.035735,14.942101,-36.48997,79.57569,-44043.652,,978
273,0.0,1.1944373,0.18715356,-0.44235516,-0.8638472,0.39278555,-0.19880407,0.58027935,16.565603,-45.34911,86.216484,47.622303,-58.980495,-43959.734,,977
274,0.0,0.31556818,-0.13284992,-0.17476599,-0.76845926,0.6142347,-0.88637775,0.44276005,11.480775,-37.50793,-30.12813,-43.044983,55.35272,-43739.25,,976
275,0.0,-0.07304404,0.46264982,0.22968164,-0.89116186,-0.008307101,0.7864255,-0.8006105,21.538025,-48.1328,-12.03965,-40.136368,-6.6052437,-43596.723,,975
276,0.0,0.8877987,0.34134203,-0.5383491,-0.79273313,0.087567955,0.39595675,-0.6387757,19.289633,-23.236427,91.430405,30.917263,-73.314926,-43548.164,,974
277,0.0,0.25663394,-0.9221484,0.33364782,-0.11554419,0.30807388,-0.45651275,0.12559982,3.134202,22.290041,83.77229,-2.2916358,-94.36702,-43343.39,,973
278,0.0,-0.3291957,-0.5487105,-0.16624829,-0.08255777,-0.28515372,0.5257224,0.3225644,6.2778625,-6.0581374,-31.886314,-1.1915077,29.302322,-42714.152,,972
279,0.0,0.78213096,0.18780357,-0.76200914,0.4261726,-0.49184066,-0.5452365,-0.19019084,21.80054,-58.66952,-28.00007,99.504425,13.661663,-42639.18,-333582.28,971
280,0.0,-0.7776423,-0.38395536,-0.01347443,-0.39300254,0.27320534,0.7020492,-0.30390748,8.130389,6.4065537,16.592829,-22.68767,44.369423,-42207.098,,970
281,0.0,-0.08852192,0.028435385,-0.26234782,0.6442402,-0.2406605,-1.0289379,-0.23066516,13.939482,15.664731,21.073788,-43.619473,1.4682398,-42051.402,,969
282,0.0,0.6244716,0.03253163,-0.16223581,-0.43940017,-0.46745202,0.43800497,-0.44417015,14.004787,-0.9511317,91.41147,-7.8116536,82.63013,-41932.383,,968
283,0.0,-0.66057986,-0.5820896,0.25979087,0.86098427,0.21308148,-0.12592189,-0.32338083,5.9636784,-37.3657,55.55661,21.965046,25.467058,-41552.15,-90020.164,967
284,0.0,-0.09743038,0.3332846,-0.48221406,-0.37717557,-0.30897427,0.12004371,-0.27689692,19.143427,1.515309,-85.743935,-64.79126,-20.449589,-41514.742,,966
285,0.0,0.0789788,-0.8634071,0.090560466,0.29596847,-0.2901908,-0.33339107,0.37037528,3.53367,66.212555,37.281113,43.50303,-39.06209,-41490.863,,965
286,0.0,-0.39204478,-0.3084422,0.5636248,-0.7200358,0.03672325,0.65674067,-0.09376716,9.072998,79.725174,-59.523796,31.30452,-43.64291,-40972.656,,964
287,0.0,1.0451047,-0.38202038,-0.14295618,-0.55069786,-0.4627656,0.124050915,0.6065357,8.15382,-6.6832027,16.629663,47.548416,70.12688,-40970.465,,963
288,0.0,0.7822683,-0.3991367,-0.023514263,-0.48776713,0.19334461,0.23077133,0.15598246,3.6032672,-50.452576,-73.99142,68.73539,-54.22699,-40740.99,-333582.28,962
289,0.0,-0.055175487,-0.46062443,0.31880563,0.025789764,0.99690783,-0.05455884,0.026393147,5.9430647,-112.383,-31.099081,-52.93405,16.449831,-40323.64,-90020.164,961
