,,alpha_ar_1,alpha_ar_2,alpha_ar_3,alpha_ar_4,alpha_ar_5,alpha_ma_1,alpha_ma_2,alpha_ma_3,alpha_ma_4,sigma,mu,init_y_1,init_y_2,init_y_3,init_y_4,init_y_5,logL,logL_birth,nlive
115,0.0,-0.82621837,-0.17334247,-0.19273424,-0.0004887581,0.070227385,0.40996647,-0.7443683,0.55971503,-0.27511263,1.3122759,25.28714,13.550811,4.320343,-38.06675,-93.695625,87.45415,-2.4988348e+06,,985
116,0.0,0.6168294,-0.53095865,-0.5340173,-0.4750626,0.12687993,-0.526896,0.94110084,-0.71756315,0.69492555,15.448479,-49.0989,-61.268814,6.6953907,129.49634,20.628967,-9.834264,-2.4926862e+06,,984
117,0.0,-0.20272684,-0.6196978,-0.75113726,0.7175615,-0.64740396,0.6153369,0.08941913,0.4248836,0.8052368,4.6647906,65.586525,9.304359,-18.682583,16.943764,-16.02769,-54.299133,-2.4472472e+06,,983
118,0.0,-0.64647126,-0.09892392,0.09401107,-0.3130343,-0.15835929,0.70665216,0.34559226,0.13030362,0.44141507,14.121227,-33.61205,-48.989285,-43.470497,-134.26094,71.80319,165.4836,-2.3820905e+06,,982
119,0.0,0.0291965,0.40573955,-0.14645052,-0.5518799,0.5455835,-0.75122714,0.30097318,0.9061904,-0.18078995,1.9892622,-37.633984,-78.574905,2.030012,-34.56073,-78.61793,-91.25202,-2.3369852e+06,,981
120,0.0,-0.08627844,-0.9095192,0.096933365,-0.1774292,-0.5385499,0.27797318,0.657038,-0.7084346,0.83579636,6.4019084,59.800983,-3.2535148,-72.04432,-41.29019,-22.69423,-34.23236,-2.2994562e+06,,980
121,0.0,-0.8434391,-0.73313284,-0.27844048,0.52227116,-0.5049155,0.8371532,0.6254697,-0.22613764,0.12513542,15.174788,-3.051594,-88.45355,7.204142,18.64695,66.10936,-49.15964,-2.253528e+06,,979
122,0.0,-0.48342013,-0.3080902,-0.7466428,-0.93868065,0.023111582,-0.08902311,-0.118615866,0.64984965,-0.061324835,8.135332,-30.389776,71.98032,19.605467,115.64075,-32.891373,85.49071,-2.2489222e+06,,978
123,0.0,-0.057634115,0.37065268,-0.9326694,-0.53767896,0.70492387,-0.61697745,0.07223296,0.022324085,0.2959342,0.50394404,-65.89136,18.492046,34.651844,18.827543,5.644167,-5.960319,-2.2414482e+06,,977
124,0.0,0.9812162,0.1528058,-0.6309688,-0.9645736,0.93958426,-0.44912052,-0.52223945,0.047889948,-0.77579284,0.5016574,-21.459208,-56.797905,-8.439967,10.37419,-7.490908,13.931661,-2.184728e+06,,976
125,0.0,0.52890825,-0.49467826,-0.16407084,-0.6470244,-0.29819584,0.9079263,-0.61660147,-0.40998483,0.05491352,4.2829237,102.62468,65.5949,1.5204359,7.4751415,0.29113925,35.379257,-2.0882006e+06,,975
126,0.0,-0.4167738,0.1445694,-0.4036529,0.8277099,-0.11254215,-0.5843682,0.78573275,-0.9920435,-0.10127401,5.01958,55.51741,56.433426,-31.2291,-33.139755,-58.194805,81.424355,-2.0507248e+06,,974
127,0.0,-0.2449809,-0.43513384,-0.24846302,0.5740008,-0.2156862,0.7807546,-0.25466084,-0.8850747,0.89151436,16.542763,-49.038506,-32.731216,7.3349314,-26.063194,66.291664,-80.272446,-2.0304499e+06,-2.4687504e+07,973
128,0.0,-0.49324608,-0.8719094,0.998353,0.6082332,-0.7446432,0.12634802,-0.9619975,0.3155427,0.0049095154,1.5865766,1.2804992,-25.632065,-50.711197,-72.92479,38.62804,-37.015472,-1.9959289e+06,,972
129,0.0,-0.050652266,0.2269628,-0.8090029,0.53029275,0.015541315,0.39652944,0.11170697,0.79596305,0.34573197,8.565502,-85.63577,-34.129726,7.0688734,-91.460266,-25.37223,37.84385,-1.9409209e+06,,971
130,0.0,0.757859,-0.6610768,-0.9658537,-0.81898165,0.30864334,0.25039816,0.76672506,-0.97312,0.79333425,12.8572,-68.31521,13.282847,93.26011,10.820905,4.971443,38.272545,-1.938533e+06,,970
131,0.0,-0.6488168,-0.518028,0.059688807,-0.1484499,-0.34270144,0.5466218,0.7453482,-0.41335773,0.5558448,34.02793,-44.70576,-6.501415,45.577885,77.77988,37.792614,62.032772,-1.9113294e+06,,969
132,0.0,0.66400075,-0.24767017,-0.56166434,-0.45531487,-0.052946568,0.74637985,0.34429455,-0.01946044,0.05964923,3.7217543,-28.61041,-35.59247,-69.43885,38.532528,22.589483,53.220264,-1.903192e+06,,968
133,0.0,-0.45321107,-0.42620397,-0.86144686,-0.5883856,0.21424341,-0.5439031,-0.74592304,-0.48643732,0.8183806,3.793353,-24.639977,-32.18013,-3.7975729,-19.082394,-30.613216,-21.285421,-1.8878722e+06,,967
134,0.0,-0.56734896,-0.062205076,-0.7235193,-0.361439,-0.70971274,-0.11077714,0.7989669,0.26315522,0.37178254,16.197817,11.000183,-29.601791,-13.809332,53.200787,78.290634,40.34456,-1.886928e+06,,966
135,0.0,-0.8554661,0.23654522,-0.787239,0.042480465,-0.37848106,-0.96776533,0.65963006,0.2048563,-0.9935652,7.6652093,-52.669106,-16.330395,-69.46766,2.7776089,-17.160563,-45.652412,-1.81007e+06,-2.4687504e+07,965
136,0.0,0.59020925,-0.35029125,-0.970808,-0.97618246,0.5426533,0.9957657,-0.27272797,-0.28229642,0.5938029,15.741748,29.206758,-3.4319906,72.509125,-17.297558,2.606657,49.461727,-1.8052681e+06,,964
137,0.0,-0.96601534,-0.6462431,0.7808027,0.5615535,0.09460735,0.94470096,0.9823141,-0.279922,0.060677767,18.665201,-36.679245,-15.359908,37.594666,-16.219427,-70.89051,-22.831646,-1.79667e+06,,963
138,0.0,-0.40292382,-0.3016591,-0.7804167,0.1812911,0.7577491,-0.16455579,-0.05949974,0.5822799,-0.9071703,4.08018,67.06574,7.6739097,-40.227577,14.182181,-55.645775,45.19672,-1.7738791e+06,,962
139,0.0,0.33996123,0.53729105,0.11384032,-0.365063,-0.7306673,0.986694,0.2372404,0.17495376,0.4317448,8.007073,18.248732,54.57935,48.500378,-5.002903,53.66921,25.971863,-1.7453042e+06,-3.556525e+06,961
140,0.0,0.29905674,-0.03353845,0.9754981,0.9951366,0.90425503,0.5352567,-0.8939184,0.82904893,0.35689667,5.556232,22.151878,74.2629,10.966761,18.626108,-77.331024,-10.756634,-1.7322474e+06,-2.4687504e+07,960
141,0.0,-0.95803213,0.3546524,-0.91479564,-0.7801137,-0.64171267,-0.8692515,0.6038289,0.5952172,-0.8862932,9.926121,129.49974,-3.1225028,47.149113,78.70236,54.8671,17.40772,-1.7069269e+06,,959
142,0.0,-0.87073565,0.3539927,-0.19911098,-0.46370912,0.1033926,0.5405388,-0.7456777,0.9482274,-0.41276717,42.21908,-109.68403,-86.146965,-17.281393,50.98077,65.32262,-5.792681,-1.6795429e+06,,958
143,0.0,-0.6356611,-0.6476927,-0.38079476,0.5498369,-0.12613273,-0.5950444,-0.005615711,0.16719556,0.8134427,2.1560647,11.414073,108.63005,48.53634,-47.08295,16.63456,-93.42519,-1.6767759e+06,,957
144,0.0,-0.8878429,0.9382174,-0.84835076,-0.91098356,-0.92034626,-0.4389968,-0.73949003,-0.47686553,0.9749863,3.1766417,-4.9299216,39.503944,20.63248,-48.475315,-40.434364,26.803802,-1.6691284e+06,,956
145,0.0,0.043848753,-0.5993457,-0.7195561,-0.27299,0.65630984,-0.037149906,0.7968683,0.5040982,0.53451777,3.3122063,23.40666,39.088966,-4.857982,-59.878082,-38.021233,-37.924065,-1.564585e+06,,955
146,0.0,0.24996853,0.706583,0.3678267,0.64392185,-0.9672265,0.6890156,0.5461309,0.71791697,-0.62865067,1.87783,-93.203804,56.153416,-14.377375,78.07243,52.708797,-60.720455,-1.498877e+06,,954
147,0.0,-0.68261766,-0.13230824,-0.987483,0.8573427,0.42319202,-0.56753826,0.7145157,-0.4057865,-0.33191514,1.4799557,-6.0711565,65.48484,-42.467636,-70.163826,100.387634,-90.97158,-1.4175028e+06,,953
148,0.0,0.39047742,-0.50732803,-0.08952713,-0.43036318,0.7670138,0.2886815,0.77906513,0.9447346,-0.9876816,15.505767,109.06249,14.647961,-41.59983,-30.288803,-81.82587,56.419247,-1.41573e+06,,952
149,0.0,-0.1274479,-0.72689676,-0.8473759,0.63593215,-0.37500632,0.7881388,-0.43608928,-0.33768806,-0.66709703,4.4862576,-90.86975,72.88737,-33.29493,-60.681408,-93.28695,67.50292,-1.3881776e+06,-2.4687504e+07,951
150,0.0,-0.47291374,-0.10603571,0.43194723,0.62351155,-0.23449159,-0.11182499,-0.3748908,0.9614363,-0.68077445,4.562889,-62.550037,12.091217,-11.799903,33.52968,-31.601637,-26.319324,-1.3799882e+06,,1000
151,0.0,0.6998999,0.38716078,-0.23306322,0.43948102,-0.90240526,0.7029097,0.98330975,-0.24484062,0.116206646,22.282234,-101.83177,25.630713,-56.082237,-1.1230761,13.820842,-29.134836,-1.369439e+06,,999
152,0.0,-0.785583,0.3966334,-0.9153311,0.5813589,-0.686234,-0.12626696,-0.22229123,-0.33559036,-0.965132,0.75365394,5.4166064,70.48757,-68.28193,38.66508,16.748787,-53.879906,-1.3373008e+06,,998
153,0.0,-0.96639043,0.9790654,0.22572647,0.41041914,0.5069701,-0.97024566,0.5472569,-0.21641666,-0.99881196,6.1745462,-2.466384,-63.232872,26.823826,-5.1693587,12.153761,-0.57842183,-1.2999109e+06,-1.3881776e+06,997
154,0.0,-0.99241185,-0.23459959,0.59461665,0.4283676,-0.689224,-0.77414393,0.3917415,0.6799407,0.3293836,6.23843,-114.17502,4.116141,77.37046,26.05097,14.692741,67.58768,-1.2775729e+06,,996
155,0.0,0.13297772,0.38010526,0.7899668,0.5189607,0.5839913,0.48171282,0.5182297,-0.93874264,-0.5681975,7.3521404,62.004333,31.867668,-55.100502,40.88906,-39.05834,-113.017166,-1.2718831e+06,,995
156,0.0,0.51192594,0.054368258,-0.8625479,-0.51187825,0.71346116,0.6238158,-0.6773679,0.831645,-0.2027247,2.911774,-50.500744,-0.27710226,35.179268,-52.289867,-49.322174,-57.294792,-1.2704181e+06,,994
157,0.0,-0.3398292,0.01993084,0.6476314,-0.08579326,0.38135576,0.80075264,0.24469233,0.7855854,0.23636413,10.554085,-82.613655,40.04477,68.95147,-5.5016985,0.46865457,-20.887716,-1.231821e+06,,993
158,0.0,0.7000757,-0.8380713,0.9742137,-0.33298472,0.94710004,0.858183,0.8716604,0.42404437,0.4196215,1.5256283,-18.43684,60.305496,-7.0925984,56.06452,109.65615,53.404877,-1.1935289e+06,-2.4687504e+07,992
159,0.0,-0.9640665,-0.5602052,-0.14197731,-0.4834938,0.5875423,0.96862054,-0.71772647,-0.51187515,-0.69471025,11.910341,-6.090964,-35.512016,11.669276,-80.72217,40.84968,101.55958,-1.1894372e+06,,991
160,0.0,-0.8833513,0.85951686,-0.06367898,-0.93856907,0.62321925,0.9787669,-0.5591712,-0.7491822,0.58931017,10.913727,-77.15175,58.72873,-80.49454,-63.214428,-19.038435,55.17791,-1.1429682e+06,,990
161,0.0,0.49403203,-0.27620393,-0.084841475,-0.34247774,0.74593604,-0.78217286,0.33521107,-0.8969585,-0.9880625,4.9137597,-51.410988,-37.355526,-32.533264,70.84944,15.34903,0.32602486,-1.1284529e+06,-3.556525e+06,989
162,0.0,-0.5347701,-0.8084644,0.5449448,0.7020537,-0.88767666,0.06470407,0.8260063,0.24466598,0.74967444,11.392072,-32.978214,35.157387,-83.750854,-56.93717,-51.284492,12.982037,-1.1005412e+06,-1.3881776e+06,988
163,0.0,0.15595055,0.034205437,0.2457788,0.31179118,0.468575,0.85599494,-0.39732766,-0.92456937,-0.80128574,3.223418,41.25909,2.676782,30.118898,47.00553,-91.50921,-15.792413,-1.0983171e+06,,987
164,0.0,-0.85795397,-0.73864615,-0.9968812,0.09450993,-0.78099686,-0.013453503,0.10426952,-0.2255776,0.39792633,10.783822,-16.145695,23.495235,55.903767,32.83193,-17.302027,-47.413525,-1.074561e+06,-1.3881776e+06,986
165,0.0,-0.8180555,-0.06491122,-0.7800975,0.50523055,0.1440471,0.75362504,0.78345394,0.6098455,-0.026479498,13.631261,14.683861,72.21571,-135.3717,-68.95863,105.23615,-24.072792,-1.0514406e+06,-1.3881776e+06,985
166,0.0,0.79069024,-0.07225468,0.4744794,-0.12261772,-0.6717166,0.21854335,0.883902,0.8514553,0.47868067,5.3838935,-45.576733,65.32621,-30.88862,-76.9881,-20.664696,20.403128,-1.0431755e+06,-3.556525e+06,984
167,0.0,0.4392414,0.58856654,0.9619665,0.262218,0.69835615,0.47826552,-0.17305899,0.013297558,-0.7831228,4.8524065,51.373047,-45.933056,-111.52594,-68.85654,-15.5734825,14.417234,-997048.2,,983
168,0.0,-0.8411485,-0.95888495,-0.021092461,-0.59128344,0.86630076,0.828474,-0.9197487,-0.35599935,0.3098283,21.112967,-21.10784,-2.0647554,8.966505,-7.4322906,-5.5539274,-5.548393,-983827.25,-3.556525e+06,982
169,0.0,-0.45486236,-0.8648777,-0.062256336,0.5085306,-0.8399861,-0.51825476,0.74689317,0.9415655,0.7375014,19.24718,73.15969,-98.657104,15.863202,-9.419087,21.433054,-119.42631,-958548.2,,981
170,0.0,-0.68591475,-0.8400793,-0.8684616,0.5059447,-0.7334008,0.39383745,-0.5484817,-0.3909397,-0.087902784,4.9320908,-71.599846,-14.405515,-1.5178428,26.355997,-91.94433,86.89582,-940624.06,,980
171,0.0,-0.34892154,0.8039849,-0.036186934,-0.63756967,0.6517241,0.79379344,0.62944055,0.3970859,-0.532146,0.60331297,32.319653,-74.4426,22.96147,100.62489,35.101788,7.039689,-913754.56,,979
172,0.0,0.5827513,-0.89351416,-0.055491924,-0.68286514,-0.07787752,0.42426467,0.18546414,0.6938281,0.07909989,6.344152,-4.6418476,37.530235,24.376873,-130.6869,-31.591146,43.44899,-912257.94,,978
173,0.0,-0.22115183,0.37587547,-0.11591339,0.64604545,-0.27987862,0.8735657,0.07879448,0.40336466,0.25858235,10.146742,-84.922714,81.65932,-14.757031,13.074112,48.68748,-36.260803,-905203.06,,977
174,0.0,-0.38870654,0.057064302,-0.5380719,-0.40999952,-0.8148373,0.39579314,-0.561246,0.69524384,-0.18971497,3.8349342,33.479237,68.02993,-7.9091296,74.93825,-57.659206,82.28245,-895869.0,-1.3881776e+06,976
175,0.0,0.4235427,0.31298137,-0.67335445,-0.297217,-0.5284667,0.19670132,0.105176434,-0.31592786,0.562656,1.1303282,19.760818,-24.859184,-79.758156,-26.843067,82.89166,25.331013,-869725.2,-2.4687504e+07,975
176,0.0,0.6452935,-0.6447995,-0.7465911,-0.048961878,-0.21386337,0.29297686,-0.91934705,0.09204531,0.5353322,1.592182,-5.15935,65.74812,-75.51102,-88.04846,29.450045,63.64975,-848075.3,,974
177,0.0,-0.73704165,0.69294125,-0.8330366,0.37656948,-0.33611432,-0.7694819,-0.74248797,-0.8740682,0.17199397,1.0218183,-45.014076,-85.48763,8.351617,-3.1134427,-53.638012,-11.911369,-845215.9,-2.4687504e+07,973
178,0.0,0.6655009,0.8680308,-0.758723,-0.43984103,-0.95128226,0.90900326,-0.95088506,0.8183975,-0.83613014,17.982515,55.923492,48.186317,8.87809,60.389267,11.216569,-49.3414,-837744.2,,972
179,0.0,-0.18948007,0.7513106,0.81098247,-0.12047148,0.67969275,0.8998544,0.9474664,-0.7526159,0.86355186,8.743142,-88.54709,-59.36043,65.15484,-86.55841,-4.7755613,63.438713,-835560.1,,971
180,0.0,0.78139806,0.32758284,0.8242054,-0.7515433,-0.3551817,0.39894414,0.09632373,0.045824528,0.58321714,0.4926215,6.2483253,-5.7021117,-1.4808328,-49.02438,16.067715,43.80581,-830829.5,,970
181,0.0,0.021122694,-0.13526964,0.29240465,-0.78959274,0.58113885,0.65141034,-0.59459233,0.21597576,0.7215426,7.0867705,-76.85325,-38.281693,24.80066,3.1020317,51.726955,-57.084656,-830565.7,,969
182,0.0,0.15351582,0.5145786,0.15931678,0.3319416,-0.56826854,-0.94673324,-0.99551034,0.077199936,0.8906956,5.153012,12.190099,55.373287,-37.509712,117.19717,-18.186096,1.0960045,-804733.3,,968
183,0.0,-0.853282,-0.054100037,-0.9445009,0.15794587,0.732815,-0.030209303,0.5353005,0.88786006,-0.9916558,13.013222,-72.20187,-46.211918,47.098537,-18.61533,43.797474,-7.6702585,-793954.56,,967
184,0.0,0.26669574,0.44619775,0.56949353,0.08589983,0.23070002,0.5616555,0.36542916,-0.76972604,-0.8145821,4.1474056,64.21469,36.715607,40.202873,35.693092,78.73171,-65.62269,-792617.7,,966
185,0.0,-0.5799341,0.27346134,-0.5139992,0.19609237,0.16888833,0.886395,0.6333401,0.6601989,-0.9143748,31.872925,-12.639971,22.644611,-31.685532,23.892744,-31.208765,3.8284626,-791365.3,,965
186,0.0,-0.8922396,-0.4424076,-0.35178614,-0.32301378,-0.3014145,0.060388565,-0.5479598,0.8170972,-0.2096138,11.720204,0.4331391,70.0609,-6.017622,-77.27881,11.533137,7.5449057,-791036.4,,964
187,0.0,-0.40858984,-0.05141139,-0.99186754,-0.8724413,-0.77418756,-0.29265308,-0.20126653,0.75896,-0.6974342,9.706413,7.0580387,-112.31673,104.82446,-59.873558,4.5064807,-33.612064,-790228.06,,963
188,0.0,-0.1694107,0.21262431,0.9648392,-0.19986033,-0.059442043,-0.98705816,-0.3563645,-0.5296092,-0.4147191,0.79137707,78.951836,56.57637,-29.117716,-59.97914,-48.883976,-34.430866,-777532.4,,962
189,0.0,0.61425614,-0.9385383,-0.1702714,-0.6057768,-0.8813057,0.80798554,-0.59627557,-0.6939297,-0.3578081,6.0629363,7.853497,-39.946125,-5.1904135,-63.510906,-60.260986,-3.5704267,-774768.75,,961
190,0.0,-0.016280174,0.22750425,-0.50533915,-0.7162175,0.5629213,0.68697405,-0.3807783,0.84328914,-0.5324478,11.988224,-64.57486,-52.984016,-21.706972,14.193225,14.275467,-50.055927,-773131.56,,960
191,0.0,0.33459425,0.58177924,0.11509633,-0.8019545,-0.7156987,0.33892512,-0.674968,0.8220079,-0.5913193,4.103736,-69.90606,44.37563,3.713182,3.7928905,23.102861,-6.4598002,-772708.3,,959
192,0.0,-0.45178056,0.5350425,-0.6330633,-0.34058952,0.2970729,0.43572664,0.70677876,0.50151825,0.4570923,9.148489,1.9323429,20.294209,32.370155,-60.40716,62.994045,-65.12117,-769988.06,,958
193,0.0,0.49144626,-0.9493449,-0.9539535,-0.2158184,-0.8805115,0.30344677,0.9697578,-0.3465898,-0.48708963,21.944227,31.082722,-32.48101,2.8093405,0.024431728,47.901707,-43.037148,-762475.44,,957
194,0.0,-0.48973534,0.6361796,0.9108941,0.9692219,-0.4748712,0.4344482,0.27502692,-0.72154415,-0.81675446,8.181178,-10.27593,-3.0737438,56.50705,15.056766,2.5305128,48.330845,-761950.06,-3.556525e+06,956
195,0.0,-0.5170245,-0.0019791126,-0.1794653,-0.83182883,-0.82457733,-0.82381773,0.8341539,-0.91795945,-0.5395436,17.602623,-69.69564,5.0687776,-53.701996,-65.66928,-4.657664,51.44366,-761042.56,,955
196,0.0,0.15443254,0.66180396,0.07005787,-0.26737309,-0.38126206,0.015249729,0.9817612,0.42350125,-0.9469626,6.2015147,32.87302,23.43994,-10.715083,68.05421,-28.152102,-27.040758,-739793.7,,954
197,0.0,-0.3378384,-0.87381816,0.5722048,-0.47076964,0.30207992,0.50091743,0.6192651,0.5614855,0.39551783,22.57151,-56.909668,-37.76474,-41.188057,-65.70717,-46.788086,46.48859,-718218.0,,953
198,0.0,-0.019402027,-0.07020235,-0.38312674,0.615463,-0.7195239,0.54886746,0.068032265,0.80640197,-0.2179842,5.5191975,1.9437362,58.918304,-43.307453,-55.880432,27.767721,80.82991,-718118.7,,952
199,0.0,-0.42737478,-0.67187434,-0.28094575,-0.56895465,0.5602578,0.26169187,0.88600034,0.35415554,0.6710571,10.433277,28.687992,-20.031218,-105.21591,5.782165,21.85844,-129.76068,-698125.56,-1.3881776e+06,951
200,0.0,-0.5619278,-0.4381883,0.34756565,-0.85878253,0.43135357,-0.89505696,-0.83004904,-0.63835645,0.42037177,0.84292316,13.191846,0.4354998,37.56147,0.57517236,12.674105,29.354048,-686858.5,,1000
201,0.0,0.107970715,-0.6795118,0.51799417,-0.44506836,-0.19491577,-0.94852924,0.45835567,0.14494777,0.9276469,7.9298077,83.55548,-54.832672,8.997915,-45.780594,31.628687,91.10151,-658295.4,,999
202,0.0,-0.7337873,0.48720574,-0.044811726,-0.62516284,-0.15626788,0.12812757,-0.61717534,0.8798268,-0.66143394,6.9295664,-31.723291,-52.04654,63.375885,-112.87749,37.22931,-4.6164002,-644201.94,,998
203,0.0,0.36337447,0.11256392,-0.17276977,0.27830866,0.9519711,0.6086948,-0.044415742,-0.83509684,-0.6895977,6.0594134,37.117706,123.69677,-84.84962,-20.821144,-10.6105,-30.489466,-629315.1,-2.4687504e+07,997
204,0.0,0.22071815,-0.46132278,-0.3953395,-0.12309241,-0.43214178,0.92580366,-0.5342152,-0.09555793,-0.2145443,13.456409,96.54021,23.659557,-25.295942,-7.379511,-68.29389,-33.70532,-627118.9,,996
205,0.0,0.3845508,0.10464406,-0.45006204,-0.38988757,-0.97722936,0.62495756,0.45821834,0.40427184,-0.19777274,15.960141,-31.0906,19.201078,-87.17707,12.305997,39.780193,31.619123,-623590.8,,995
206,0.0,-0.38380408,0.57805014,0.3482871,-0.6982734,-0.46611762,0.4264679,0.066704035,-0.9944868,-0.20721173,8.291033,-35.542767,0.7293284,29.671848,46.233437,6.5543575,16.138056,-616612.25,,994
207,0.0,0.5437503,0.008115292,0.7949834,0.7785392,-0.003512621,-0.00823617,0.12124014,-0.3107314,-0.7360604,1.3179085,27.343794,58.53153,12.378191,7.0636063,-60.65923,91.317314,-613116.4,,993
208,0.0,0.39293385,0.65842533,-0.6462345,-0.8712852,-0.1041441,-0.47523212,0.07575202,0.27287292,-0.00045394897,0.93216425,-37.524464,116.02801,-14.040503,16.845217,16.998444,-65.54069,-607179.7,,992
209,0.0,-0.85494304,-0.69484186,-0.70551443,0.57205296,-0.9842043,-0.5667536,-0.87663937,-0.5996456,-0.484627,1.3634539,95.42418,-61.92182,111.34697,-65.77646,-43.484,-61.62498,-577541.56,,991
210,0.0,-0.2063837,0.7710428,0.7497771,-0.24278331,0.8199241,0.18106222,0.5638294,-0.91573644,-0.6362512,7.4645715,-33.6482,-25.798983,-11.337496,-52.567894,-24.42946,-41.333237,-573909.75,,990
211,0.0,-0.0066535473,0.21622896,0.30005383,-0.024644136,0.30213547,-0.7256186,0.74964213,-0.96045756,0.48957944,4.5674033,-37.940685,-13.800316,-6.455567,36.70839,64.740974,-37.928764,-567596.1,,989
212,0.0,-0.71024036,-0.75755095,-0.08021855,-0.6357019,0.43065572,0.29017854,-0.9781766,0.59969497,0.06584787,3.1969872,57.699375,38.930733,-7.427878,-3.0970545,43.660313,1.057105,-558999.25,,988
213,0.0,-0.45770717,0.8482311,-0.6281111,-0.2788384,0.23798943,0.5797272,-0.18009806,0.32188463,0.9758277,13.564281,108.41819,52.646957,-31.95662,-56.773525,9.463734,129.39189,-543343.5,,987
214,0.0,0.78941274,-0.21052408,-0.9917073,-0.5681863,-0.9730427,0.5331342,0.10997486,0.08633995,0.46272182,8.482689,-28.115082,0.7481707,-0.52520025,32.043655,-48.40019,-61.58324,-530669.0,,986
215,0.0,0.09179664,-0.9344199,-0.8647301,-0.5295427,-0.055734873,-0.9703429,-0.5755737,0.9671519,-0.38126326,20.186974,9.62905,-8.964412,81.75505,-65.9633,-25.296724,102.436066,-522998.88,,985
216,0.0,0.412689,-0.7132971,-0.09322201,0.31456733,-0.036596302,0.6535374,0.5423159,0.66888744,-0.96518844,9.936219,-34.072052,46.80335,-89.73977,-0.9252014,10.332183,-33.59326,-520860.94,-698125.56,984
217,0.0,-0.25351998,-0.09523387,0.012330904,-0.48197237,0.15104644,-0.46251035,0.019209439,0.8988127,0.3074379,5.519498,20.978237,48.07361,-37.457314,-44.91172,-41.117523,-53.33978,-519051.06,-2.4687504e+07,983
218,0.0,-0.48106694,0.2056489,-0.6790557,-0.03632641,-0.78317237,-0.976244,0.42190814,0.45356727,0.68088484,17.439514,-21.27556,-2.0018036,-14.547979,-23.211613,2.0700867,-51.54771,-518111.47,,982
219,0.0,0.40620247,0.5792649,0.6960769,-0.68349224,-0.3487903,-0.82332,-0.47781476,-0.08748576,0.8965539,0.66382945,20.269133,-44.7423,-68.65996,59.34583,-60.914814,20.228092,-506261.62,-3.556525e+06,981
220,0.0,0.12847519,-0.022718191,-0.039800882,-0.34895873,-0.53870773,-0.50215626,-0.16776681,0.25834322,0.22603798,2.5091681,-36.603745,-86.69424,22.071575,125.55778,-13.101888,-26.556524,-504443.06,,980
221,0.0,-0.88443637,-0.05325079,-0.6271155,0.5214069,0.8417702,0.8700206,0.8481295,-0.82165647,-0.80964565,11.433415,84.54327,11.744397,127.95845,-10.318378,43.542305,-105.34223,-500285.6,,979
222,0.0,-0.8078542,-0.42893362,-0.86983657,0.56042385,0.050176382,0.015250206,-0.36443424,-0.69485784,0.93272185,17.9833,-44.82655,-48.386868,-3.4165356,54.21113,-11.494849,-63.120346,-498233.44,,978
223,0.0,-0.5090442,-0.8546374,0.02091217,-0.9777231,-0.33280134,0.7318394,0.5511606,0.09488559,0.42248487,26.597397,28.696362,39.567665,-67.01528,-39.839443,-61.59383,-21.07845,-491721.94,,977
224,0.0,0.68060076,0.13115332,-0.54663444,-0.74838644,0.44122714,0.44090024,0.49518967,0.32719877,0.28173694,4.1914625,-44.45538,-17.23347,9.440395,-48.727074,-23.526043,24.947886,-483372.25,-2.4687504e+07,976
